,Unnamed: 0.1,Unnamed: 0,artist,name,emotion,index,cleaned_lyrics
21,21,21,Tyrese,One,relaxed,21,"Let me start by sayin' that you're the one 'Cause this is the first time I felt like this playa's done, oh You're the only number that I dial (Fuck them other chicks) You're the only sex I'm gettin' now (Ain't that a trip?) But it don't matter ('Cause I'm winning) And it don't matter (If they don't get it) 'Cause you're the only one  I'm-a be good with just one girl One girl That's all I need I'm-a be straight with just one crib and two whips 'Cause I'm grown now, so all I need Is one ghetto girl make my babies with One ghetto girl, I'm shakin' all of my chicks That's why I'm down on one knee with one ring Baby, all I need is one  Ain't nothing gonna stop me from lovin' you And wifin' you Spendin' all my life with you Baby, I'm so committed This one on one, I'm with it It's so damn good All the sex we want without no hat (Imagine that) Got a real nigga that's gon' have your back (Imagine that) That's just the way it is And that's just how it's gon' go And you gon' be that one  I'm-a be good with just one girl One girl That's all I need I'm-a be straight with just one crib and two whips 'Cause I'm grown now, so all I need Is one ghetto girl make my babies with One ghetto girl, I'm shakin' all of my chicks That's why I'm down on one knee with one ring Baby, all I need is one  Girl, I ain't gonna front about it Gotta and tell the truth about it I'm way gone, way gone Ain't nothin' I won't give up just to make you that one Baby, that one girl One step One girl One love One name Said it's one knee One ring One church And one preacher One promise Two little words, I do  I'm-a be good with just one girl One girl That's all I need I'm-a be straight with just one crib and two whips 'Cause I'm grown now, so all I need Is one ghetto girl make my babies with One ghetto girl, I'm shakin' all of my chicks That's why I'm down on one knee with one ring Baby, all I need is one (Just one)  One girl One girl Baby, all I need is one One girl One girl Baby, all I need is one One me, one ring, one church"
22,22,22,Dr. Dog,Where'd All The Time Go?,sad,22,"Above the clouds were cliffs Above the clouds were cliffs Above the clouds were cliffs Love moves through me And into the abyss  Where'd all the time go? It's starting to fly See how the hands go Waving goodbye And you know I get so forgetful When I look in your eyes  Now she's walking backwards (She's walking backwards) Through a parade And I'm stuck in the shadow (Stuck in the shadow) Blocking the shade And there ain't no way to sweep up (Ooh) The mess that we've made  She gets dressed up like a pillow so she's always in bed Flowers for the sick and dead She's on the go, way too fast and way too slow She'll turn to stone at hospitals and funeral homes And when the fog rises Somebody sighs who is not in disguise anymore  There's nothing to keep you (Nothing to keep you) From falling in love It starts at the bottom (Starts at the bottom) And comes from above Like pieces of a puzzle Like a hand in a glove  She gets dressed up like a pillow so she's always in bed Flowers for the sick and dead She's on the go, way too fast and way too slow She'll turn and stop at hospitals and funeral homes And when the tide rises Somebody sinks and is gone in the blink of an eye (Woo, woo)  Somebody sinks and is gone in the blink of an eye"
23,23,23,Tarralyn Ramsey,Unconditional Love,happy,23,Been in love so many times before Everyone I loved walked right out the door But I never knew that I'd Find someone like you Take me by the hand And help me to stand I never knew that I'd find someone Chorus: Give me unconditional love (repeat 3 times) Vamp: Love me right Hold me tight Lord I love you Lord I love you
24,24,24,Kool & The Gang,Steppin' Into Love,happy,24,"Tonight, tonight, tonight What a lovely feeling, music so appealing Steppin' into love, my baby and I When we start the dancin', we begin romancin' Steppin' into love, my baby and I Steppin' into love tonight Steppin' to the love Music is so thrilling and she is so willing Steppin' into love, my baby and I Every beat's a love song, nothing here can go wrong Steppin' into love, my baby and I Steppin' into love tonight Steppin' to the love Every night we go out and dance There's a chance to increase romance And we know every beat is love Steppin' into love Steppin' into love Every night we go out and dance There's a chance to increase romance And we know every beat is love Steppin' into love Tonight, tonight, tonight The beat is gettin' stronger, we dance a little longer Steppin' into love, my baby and I Steppin' in a small way, says I love her always Steppin' into love, my baby and I Steppin' into love tonight Steppin' into the love, whoa, tonight Every night we go out and dance There's a chance to increase romance And we know every beat is love Steppin' to love Tonight, tonight, tonight, all night"
25,25,25,Anders Osborne,Darkness At The Bottom,sad,25,"Darkness at the bottom Of a hole I didn′t dig Darkness at the bottom Of a hole I didn't dig Yeah, I′m down here on my knees Begging you please Lord Save me before I'm losing it It leaves me wondering Is this how it′s gonna be It leaves me wondering Is this how it's gonna be Everbody′s talking Nobody's listening Darkness at the bottom Of a hole I didn′t dig Darkness at the bottom Of a hole I didn't dig Yeah, I′m down here on my knees Crawling in the mud Just like a pig Hearing is believing Tell me what you need to know Hearing is believing Tell me what you need to know Yeah, everybody's pushing But we ain′t got nowhere to go Nowhere to go Nowhere to go Darkness at the bottom Of a whole lot of misery Darkness down here at the bottom Of a whole lot of misery Yeah, I′ve seen blood turn into water And a whole lotta low down greed Whole lotta low down greed"
26,26,26,The Rolling Stones,Gimme Shelter,angry,26,"Ooh-ooh-ooh Ooh-ooh-ooh Ooh-ooh-ooh Ooh-ooh-ooh  Ooh, a storm is threatening My very life today If I don't get some shelter Ooh yeah, I'm gonna fade away  War, children It's just a shot away It's just a shot away War, children It's just a shot away It's just a shot away, yeah  Ooh, see the fire is sweepin' Our very streets today Burns like a red-coal carpet Mad bull, lost your way  War, children, yeah It's just a shot away It's just a shot away War, children, yeah It's just a shot away It's just a shot away   Rape, murder, it's just a shot away It's just a shot away Rape, murder, yeah, it's just a shot away It's just a shot away Rape, murder, it's just a shot away It's just a shot away Yeah  Mmm, a flood is threatening My very life today Gimme, gimme shelter Or I'm going to fade away  War, children It's just a shot away It's just a shot away It's just a shot away It's just a shot away It's just a shot away  I tell you, love, sister It's just a kiss away It's just a kiss away It's just a kiss away It's just a kiss away It's just a kiss away Kiss away, kiss away  "
27,27,27,The Rolling Stones,Happy,happy,27,"Well, I never kept a dollar past sunset It always burned a hole in my pants Never made a school mama happy Never blew a second chance, oh no  I need a love to keep me happy I need a love to keep me happy Baby, baby, keep me happy Baby, baby, keep me happy  Always took candy from strangers Didn't wanna get me no trade Never want to be like papa Working for the boss every night and day  I need a love to keep me happy I need a love Baby, won't you keep me happy? Baby, won't you keep me happy? (Happy) Baby, please keep me  I need a love to keep me happy I need a love to keep me happy Baby, baby, keep me happy Baby  Never got a flash out of cocktails When I got some flesh off the bone Never got a lift out of Lear jets When I can fly way back home  I need a love to keep me happy I need a love to keep me happy Baby, baby, keep me happy Baby, baby, keep me happy Baby  Happy Baby, won't you keep me happy Baby, won't you keep me happy Baby, won't you keep me happy Baby, won't you keep me happy Baby, won't you keep me happy Oh, keep, oh, baby, keep me happy Now, baby, won't you keep me happy Baby, got me feeling happy Now, now, now, now, now, happy Come on now, keep me happy Keep on, baby, keep me happy"
28,28,28,Bobby Bare,Detroit City,relaxed,28,"I wanna go home, I wanna go home Oh, how I wanna go home Last night I went to sleep in Detroit City And I dreamed about those cottonfields and home I dreamed about my mother dear, old papa, sister and brother I dreamed about that girl who's been waiting for so long I wanna go home, I wanna go home, oh, how I wanna go home Homefolks think I'm big in Detroit City From the letters that I write they think I'm fine But by day I make the cars, by night I make the bars If only they could read between the lines Cause you know I rode the freight train north to Detroit City And after all these years I find I've just been wastin' my time So I just think I'll take my foolish pride And put it on a Southbound freight and ride And go on back to the loved ones, the ones that I left waitin' so far behind I wanna go home, I wanna go home Oh, how I wanna go home..."
29,29,29,Gene Watson,Got No Reason Now For Goin' Home,relaxed,29,"Got no reason now for goin' home All my reason's now she is gone Got no one there to talk to And even though I know I ought to Got no reason now for goin' home  Once I had every reason a man could want For going home and making love, but now I don't So I end up in here each night sitting and a-thinking Missing her, hurting so and drinking  Got no reason now for goin' home All my reason's now she is gone Got no one there to talk to And even though I know I ought to Got no reason now for goin' home   It's so hard now just knowing there's another That she's out with him knowing that I love her So I end up in here each night sitting and a-thinking Missing her, hating him and drinking  Got no reason now for goin' home All my reason's now she is gone Got no one there to talk to And even though I know I ought to Got no reason now for goin' home"
30,30,30,George Strait,El Rey,sad,30,"Yo se bien que estoy afuera, pero el día que yo me muera Se que tendrás que llorar, dirás que no me quisiste Pero vas a estar muy triste, y así te vas a quedar  Con dinero y sin dinero, hago siempre lo que quiero Y mi palabra es la ley, no tengo trono ni reyna Ni nadie que me comprenca, pero sigo siendo el rey  Me enseñó que mi destino, era rodar y rodar Despues me dijo un arriero Que no hay que llegar primero Pero hay que saber llegar  Con dinero y sin dinero, hago siempre lo que quiero Y mi palabra es la ley, no tengo trono ni reyna Ni nadie que me comprenca, pero sigo siendo el rey"
